Accession_Number	F. prausnitzii BIOML-A1	F. prausnitzii AF32-8AC	F. prausnitzii AM39-7BH	F. prausnitzii CNCM I 4541	F. prausnitzii AM37-13AC	F. prausnitzii BIOML-B4	F. prausnitzii 2789STDY5834930	F. prausnitzii P9094	F. prausnitzii APC942/18-1	F. prausnitzii BIOML-B2	F. prausnitzii APC922/41-1	F. prausnitzii APC924/119	F. prausnitzii BIOML-B9	F. prausnitzii CNCM I 4575	F. prausnitzii BIOML-B13	F. prausnitzii AF36-11AT	F. prausnitzii BIOML-B18	F. prausnitzii  CNCM I 4544	F. prausnitzii Indica	F. prausnitzii 2789STDY5608869	F. prausnitzii ATCC 27768	F. prausnitzii ATCC 27766	F. prausnitzii MGYG-HGUT-02274	F. prausnitzii BIOML-B12	F. prausnitzii BIOML-B15	F. prausnitzii CNCM I 4573	F. prausnitzii AF29-11BH	F. prausnitzii P9224	F. prausnitzii A2165	F. prausnitzii BIOML-B10	F. prausnitzii FPSSTS7063_SV_a2_mod	F. prausnitzii AM33-14AC	F. prausnitzii JCM 31915	F. prausnitzii CNCM I 4546	F. prausnitzii APC923/61-1	F. prausnitzii L2/6	F. prausnitzii MGYG-HGUT-02272	F. prausnitzii BIOML-B1	F. prausnitzii BIOML-B14	F. prausnitzii  A2-165	F. prausnitzii APC942/8-14-2	F. prausnitzii P9391	F. prausnitzii BIOML-B8	F. prausnitzii MGYG-HGUT-01300	F. prausnitzii BIOML-B3	F. prausnitzii AHMP21	F. prausnitzii P9123	F. prausnitzii P9241	F. prausnitzii CNCM I 4540	F. prausnitzii BIOML-B6	F. prausnitzii P9311	F. prausnitzii P9225	F. prausnitzii P9239	F. prausnitzii BIOML-B11	F. prausnitzii M21/2	F. prausnitzii CNCM I 4543	F. prausnitzii KLE1255	F. prausnitzii AM36-18BH	F. prausnitzii BIOML-B16	F. prausnitzii AHMP21.	F. prausnitzii P9122	F. prausnitzii AF31-14AC	F. prausnitzii AM42-11AC	F. prausnitzii APC918/95b	F. prausnitzii SSTS_Bg7063	F. prausnitzii JG_BgPS064	F. prausnitzii MGYG-HGUT-00039	F. prausnitzii P9313	F. prausnitzii BIOML-B7	F. prausnitzii 942/30-2	F. prausnitzii aa_0143	F. prausnitzii AF10-13	F. prausnitzii P9240	F. prausnitzii APC923/51-1	F. prausnitzii CNCM I 4542	F. prausnitzii P9238	F. prausnitzii MGYG-HGUT-00195	F. prausnitzii 2789STDY5834970	F. prausnitzii APC942/32-1	F. prausnitzii SL3/3	F. prausnitzii BIOML-B17	F. prausnitzii CNCM I 4574	F. prausnitzii MGYG-HGUT-00022	F. prausnitzii MGYG-HGUT-02545
WP_156068155.1	0	0	3	1	0	1	1	1	0	1	1	1	0	0	0	4	1	1	2	2	1	1	2	0	2	1	2	1	1	0	2	3	1	2	0	2	0	1	0	1	0	6	0	1	1	0	4	3	0	0	5	2	2	0	1	2	0	0	3	4	4	2	1	1	2	3	2	3	0	0	1	1	3	0	0	1	2	1	1	1	1	2	1	0
WP_156068551.1	1	1	0	1	2	1	0	1	1	1	2	1	2	2	2	1	2	0	0	0	2	2	1	2	0	3	6	1	1	2	1	0	1	3	1	1	0	4	2	1	1	1	2	1	2	3	0	1	1	1	0	1	0	1	1	1	1	1	1	0	3	5	0	1	0	1	0	1	2	1	1	1	1	2	1	1	1	3	2	2	2	1	1	1
WP_156069240.1	1	1	1	1	1	3	0	0	0	3	0	1	1	1	1	0	3	0	2	0	2	2	0	1	3	3	1	1	2	1	2	1	2	1	0	0	0	0	1	2	2	1	1	2	3	3	1	3	2	1	2	3	1	1	2	1	2	0	3	2	1	0	1	2	1	0	0	3	1	0	3	1	3	0	1	0	1	1	1	1	3	1	2	0
WP_158579098.1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	4	1	3	1	2	1	2
WP_197037288.1	0	0	1	2	2	2	1	2	2	2	1	0	1	1	1	1	2	1	1	1	2	1	0	1	1	0	1	1	1	1	1	0	1	2	1	1	1	0	1	1	1	1	1	3	2	1	0	2	2	1	1	0	1	1	3	3	2	1	2	1	2	2	1	2	0	0	1	2	1	2	2	1	2	1	2	2	1	1	1	2	2	3	1	2
WP_197037345.1	1	1	1	0	2	2	0	2	2	2	1	1	1	1	1	1	2	0	2	1	2	2	1	1	2	2	1	1	2	1	1	1	2	2	1	0	0	1	1	2	1	1	1	2	2	2	1	1	0	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	0	2	1	2	1	2	2	2	2	2
WP_015514786.1	2	2	2	0	1	1	1	1	0	1	1	1	3	0	3	1	1	1	1	1	1	1	0	2	1	3	1	0	2	3	0	1	2	2	0	0	0	1	2	2	2	2	3	1	1	0	2	2	0	2	2	1	0	3	1	2	0	1	1	2	3	2	1	0	0	0	1	2	1	0	1	4	2	1	0	1	5	0	1	2	1	1	2	0
WP_015514788.1	0	0	1	2	2	2	0	2	2	2	1	0	1	1	1	1	2	1	1	1	2	2	0	1	2	1	2	1	2	1	1	0	2	0	0	2	1	0	1	1	1	2	1	3	2	0	0	1	0	1	1	0	1	1	3	3	2	1	2	1	2	2	1	3	0	0	1	1	1	2	2	1	1	2	2	2	1	1	1	2	2	2	1	2
WP_015533989.1	1	1	2	0	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	0	2	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	1	3	2	1	1	1	1	2	0	2	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	2	0	1	1	2	1	1	1	1	2	1	1
WP_055157529.1	1	2	2	1	1	2	0	1	1	1	0	1	2	1	2	2	2	1	2	2	3	3	1	2	1	2	1	2	1	0	0	2	1	0	1	1	0	2	0	1	2	2	2	2	1	1	1	1	2	2	1	2	1	0	2	1	1	2	0	1	2	1	1	1	0	1	2	1	0	1	0	2	1	1	1	1	2	2	2	1	2	1	1	1
WP_055157531.1	0	0	1	2	2	2	0	1	2	2	1	0	1	1	1	1	2	1	1	1	1	1	0	1	2	4	2	1	2	1	0	0	2	1	0	0	1	0	1	2	1	2	1	3	2	1	0	2	0	1	1	0	1	1	3	3	2	1	2	1	1	2	1	3	0	0	1	2	1	2	2	1	2	1	2	1	1	1	1	2	2	1	2	2
WP_055157533.1	1	1	1	0	2	2	0	2	2	2	1	1	1	1	1	1	1	0	2	1	2	2	1	1	2	2	1	1	2	1	1	1	2	2	1	1	0	1	1	2	1	1	1	2	2	2	1	1	0	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	0	2	1	2	1	2	2	2	2	2
WP_055157535.1	1	1	2	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	0	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	2	1	3	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	2	1
WP_055157544.1	1	1	2	2	2	1	0	0	0	1	4	1	1	2	1	3	1	0	2	1	1	1	1	1	1	2	5	1	1	1	3	2	1	3	0	2	1	2	1	1	0	1	1	1	1	2	1	0	1	1	1	1	0	1	1	2	1	2	1	2	4	2	2	0	2	3	1	0	1	0	1	1	0	1	0	0	2	0	2	2	1	2	1	0
WP_055157546.1	1	1	1	0	0	3	0	0	2	3	3	0	2	1	2	1	3	4	0	0	1	1	1	2	2	1	0	1	3	2	1	0	3	1	0	3	1	1	2	3	2	0	2	0	3	1	2	1	1	1	1	2	0	1	0	0	0	0	2	1	1	0	1	0	1	1	0	1	2	2	3	0	1	2	1	0	1	2	1	2	3	0	3	2
WP_055186938.1	1	2	2	3	0	2	1	1	2	2	1	1	3	0	3	2	2	0	2	0	0	0	0	3	1	0	1	1	0	3	2	2	0	0	0	2	0	0	3	0	2	1	3	0	2	1	1	1	0	3	2	1	1	3	0	0	0	0	2	1	0	3	2	1	3	2	0	1	3	2	2	2	1	3	0	1	1	0	3	0	2	0	0	2
WP_097784655.1	1	0	2	1	2	1	0	0	1	1	0	2	2	2	2	2	1	2	1	1	3	3	1	2	1	2	3	1	0	2	1	2	0	0	2	1	1	2	2	0	1	1	2	2	1	2	3	0	1	2	2	1	1	2	2	0	0	2	1	1	0	2	2	4	0	2	1	0	2	1	1	3	0	0	2	0	1	0	0	1	1	0	0	1
WP_097791186.1	1	2	2	1	1	1	0	3	2	1	1	1	2	1	2	2	1	0	2	0	1	1	0	2	1	1	1	2	1	2	0	2	1	2	0	0	1	3	2	1	0	2	2	1	1	0	2	1	0	2	2	2	2	2	1	1	1	1	1	2	1	1	2	1	0	1	0	1	2	2	1	2	1	3	0	3	0	1	0	1	1	1	1	2
WP_097791209.1	1	1	2	1	1	1	0	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	0	1	1	1	1	2	2	0	1	1	1	1	1	1	1	1	2	1	1	4	2	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
WP_097791210.1	2	3	1	1	1	1	0	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2
WP_097791386.1	1	2	2	1	1	2	0	0	0	2	0	2	1	1	1	2	2	0	2	0	2	2	0	1	2	3	1	0	2	1	1	1	2	1	0	0	0	0	1	2	2	1	1	2	2	2	1	3	2	1	2	2	1	1	2	1	2	1	2	2	1	1	1	1	0	0	0	3	1	0	2	2	3	1	1	0	2	1	1	1	2	1	2	0
WP_097791391.1	1	3	2	1	1	1	0	0	2	1	5	0	1	4	1	2	1	3	1	2	2	2	0	1	1	1	1	2	0	1	2	1	0	1	3	2	1	1	1	0	3	0	1	1	1	3	0	1	1	0	2	1	1	1	1	0	0	1	1	1	2	1	1	2	0	1	2	1	1	2	1	0	1	2	0	0	2	3	1	1	1	0	0	2
WP_097791505.1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	0	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	0	1	1	1	1	1	2	1	1	1	1
WP_097791513.1	0	1	3	0	1	1	0	1	1	1	0	0	2	3	2	0	1	1	0	1	1	1	1	2	1	1	3	1	1	2	3	1	1	3	1	1	2	2	2	1	0	3	2	0	1	2	0	1	0	2	0	2	1	2	0	0	2	2	1	1	1	1	3	0	3	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	0	1	1
WP_097791738.1	3	1	1	0	1	2	1	2	0	2	0	2	3	1	2	0	2	0	0	0	2	2	1	2	1	0	2	0	0	2	1	0	0	1	0	2	0	2	2	0	0	1	2	2	2	2	0	1	0	2	1	0	0	2	2	3	1	2	1	0	4	3	1	3	0	3	0	1	2	0	2	1	1	0	2	2	0	2	1	1	2	3	0	0
WP_097791800.1	1	1	1	1	1	2	0	1	2	2	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2
WP_097791824.1	0	1	3	1	0	1	0	3	2	1	0	1	1	0	1	0	2	1	1	1	1	1	2	1	0	1	1	0	1	1	0	1	2	1	1	1	1	1	1	2	0	0	1	2	2	0	1	1	2	1	1	1	1	1	2	2	2	1	1	1	0	1	2	3	0	3	1	1	1	2	2	1	1	3	1	2	2	1	2	1	2	2	2	2
WP_097791870.1	0	1	2	1	1	2	0	1	1	2	1	2	2	0	2	1	2	0	0	0	1	1	1	2	2	1	2	1	3	2	0	1	3	2	1	0	2	1	2	3	0	0	2	1	2	1	0	2	0	3	0	0	0	2	1	1	1	2	2	1	2	2	1	2	0	1	0	0	2	1	2	2	0	1	1	1	0	1	1	1	2	1	3	1
WP_097791879.1	1	0	1	1	2	1	0	2	1	1	2	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	0	1	1	2	0	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1
WP_097791901.1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	3	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1
WP_097791902.1	0	1	2	2	0	0	0	0	2	0	2	2	2	2	2	1	0	1	1	3	1	1	0	2	1	3	1	2	0	1	0	1	0	3	0	2	2	1	2	0	1	1	2	2	0	3	1	0	3	2	0	1	0	2	2	0	2	3	0	0	3	1	1	4	0	0	3	0	2	2	0	1	0	3	0	0	1	3	1	2	0	0	0	2
WP_097791914.1	1	2	0	1	0	2	1	2	1	2	1	1	1	0	1	2	2	0	1	0	2	2	1	1	1	1	1	0	3	1	2	2	3	1	0	0	1	0	1	3	1	1	1	1	2	1	0	2	1	1	1	1	0	1	1	1	3	0	2	2	1	2	1	1	2	2	0	2	1	1	2	0	2	1	0	2	1	0	3	0	2	0	3	1
WP_097792169.1	2	2	2	0	1	1	0	1	0	1	1	1	1	0	3	1	1	1	1	1	0	0	0	3	1	3	1	0	2	3	0	1	2	1	0	0	0	1	2	2	2	1	3	1	1	0	1	2	0	2	3	1	0	3	1	3	0	1	1	1	2	1	1	0	0	1	1	2	3	0	1	2	2	1	0	1	4	0	1	2	1	2	2	0
WP_097792171.1	0	0	1	3	2	1	0	2	2	1	1	0	1	1	1	1	2	1	1	1	2	2	0	1	1	2	2	1	1	1	1	0	1	2	0	2	1	0	1	1	1	1	1	3	1	0	0	2	0	1	1	0	1	1	3	2	2	1	1	1	1	1	1	3	0	0	1	2	1	2	1	1	2	2	2	2	1	1	1	2	2	1	1	2
WP_097792173.1	3	3	2	1	0	1	0	1	1	1	3	1	1	3	1	2	1	1	1	1	1	1	0	1	1	1	2	2	1	1	1	1	1	2	0	2	2	2	1	1	0	1	1	1	1	2	1	0	2	0	2	2	1	1	1	1	1	2	1	1	1	3	2	0	2	2	1	0	1	1	1	3	0	1	0	1	1	0	1	1	1	1	1	1
WP_097792174.1	2	1	1	2	1	0	0	2	2	0	2	1	1	1	1	1	0	2	2	1	1	1	1	1	0	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	1	1	2	0	1	1	2	1	1	1	1	1	1	2	2	1	1	0	1	1	1	1	2	1	1	1	1	1	2	0	1	2	1	2	2	0	1	1	1	0	2	2	2
WP_097792195.1	1	0	1	1	0	2	0	0	2	2	0	1	2	1	2	1	2	0	1	2	0	0	2	2	3	1	0	0	1	2	4	0	1	0	2	2	1	0	2	1	0	2	2	0	2	2	0	2	1	2	0	1	0	2	0	1	0	0	2	2	0	0	2	1	2	3	2	1	2	2	2	2	1	2	1	0	1	0	2	1	2	1	1	2
WP_097792211.1	2	1	1	0	0	2	0	2	0	2	1	1	3	2	3	1	2	2	0	1	1	3	0	3	1	1	1	2	1	3	0	1	1	1	1	0	1	1	2	1	0	2	3	2	2	0	1	0	0	3	2	2	1	2	2	2	0	0	2	1	1	0	1	1	0	1	1	0	2	0	2	2	0	0	0	2	0	2	0	0	2	2	1	0
WP_097792215.1	1	1	1	3	1	1	0	1	1	1	3	1	1	3	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
WP_097792224.1	2	0	2	0	1	1	1	1	1	1	0	2	1	0	1	1	1	0	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	0	2	1	1	1	2	1	1	1	1	2	2	0	1	3	2	1	1	1	1	1	2	1	2	3	1	2	1	1	1	0	2	1	1	1	2	2	2	1	1	1	2	0	2	1	1	1	1
WP_097792233.1	1	2	0	0	2	2	0	1	1	2	1	0	1	2	2	1	2	1	1	1	1	1	0	1	1	3	4	1	1	1	1	1	1	0	1	0	0	1	2	1	1	1	2	2	2	1	2	1	0	1	1	1	1	1	2	0	1	2	1	0	1	2	1	3	1	0	1	1	1	1	2	1	1	1	1	1	1	3	1	1	2	0	1	1
WP_097792366.1	2	1	1	0	1	2	0	1	1	2	1	3	1	2	1	1	2	1	1	1	3	3	0	1	1	2	3	1	0	1	0	1	0	1	0	1	1	2	1	0	0	0	1	2	2	2	1	0	1	1	2	1	0	1	2	1	1	3	2	1	2	2	1	1	0	2	1	0	1	1	2	2	0	2	0	1	0	2	1	1	2	1	0	1
WP_097792426.1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	0	1	1	1	0	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
WP_097792463.1	2	2	2	1	0	0	0	2	1	0	2	0	0	2	0	2	0	2	2	2	1	1	1	0	0	0	1	1	2	0	1	1	2	1	1	1	1	1	0	2	1	1	0	1	0	2	2	2	1	0	2	1	1	0	1	2	2	1	0	2	1	1	2	1	2	2	2	2	0	1	0	1	2	1	2	2	2	1	2	1	0	2	2	1
WP_097792633.1	1	1	2	1	1	1	1	0	0	1	0	1	2	1	2	2	1	0	1	0	2	2	0	2	1	2	1	0	2	2	1	1	2	1	0	0	0	0	2	1	3	1	2	2	1	0	1	2	3	2	2	2	1	2	2	1	2	0	1	2	2	0	1	1	0	0	0	2	2	0	1	1	2	1	1	0	1	1	1	1	1	1	2	0
WP_097792818.1	2	3	2	1	0	0	0	2	3	0	2	0	0	2	0	2	0	0	2	2	0	0	2	0	0	0	0	2	2	0	2	2	2	0	2	3	0	0	0	2	2	2	0	0	0	2	2	2	0	0	2	2	2	0	0	2	0	0	0	2	2	0	2	0	3	3	2	2	0	3	0	0	2	0	0	2	2	0	3	0	0	2	2	3
WP_097792858.1	1	0	0	1	2	3	0	0	0	3	1	1	2	1	2	0	3	1	0	2	2	2	0	2	1	0	1	1	0	2	2	1	0	2	0	1	0	1	2	0	0	1	2	2	3	1	1	1	0	2	1	0	1	2	2	1	1	1	1	1	3	2	1	1	1	1	2	1	2	0	3	0	1	1	1	0	1	1	0	2	3	1	0	0
WP_097792914.1	0	2	2	1	1	1	1	1	2	1	2	0	1	2	1	2	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	0	2	1	2	1	1	2	1	1	1	0	2	0	2	2	1	1	2	1	1	2	0	1	1	2	1	1	1	1	1	1	1	0	2	0	1	0	1	2
WP_097793039.1	2	2	2	1	1	2	0	1	0	2	0	1	1	1	1	2	2	1	2	0	1	1	0	1	0	3	1	0	2	1	0	2	2	1	0	0	0	0	1	2	2	2	1	2	1	2	1	2	1	1	2	2	1	1	2	1	2	1	1	2	1	0	1	1	0	0	0	2	1	0	1	2	2	1	0	1	1	1	1	1	2	1	2	0
WP_097793149.1	1	2	1	1	0	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2
WP_097793161.1	1	3	2	1	3	1	1	1	1	0	1	1	0	1	1	1	1	2	1	1	1	1	0	1	1	1	2	0	3	0	0	1	3	0	0	1	1	1	1	3	1	3	0	2	0	1	0	1	1	1	1	2	0	1	2	2	1	1	1	0	1	3	1	1	0	0	1	1	0	1	0	2	1	1	1	1	2	0	2	2	1	1	3	1
WP_097793176.1	2	2	2	0	1	1	1	1	0	1	1	1	2	0	1	1	1	1	1	1	1	1	0	2	1	3	1	0	2	2	0	1	2	1	0	0	0	1	3	2	2	1	1	1	1	0	2	2	0	1	2	1	0	1	1	1	0	1	1	1	2	2	1	0	0	1	1	2	2	0	1	3	2	1	0	1	2	0	1	2	1	2	2	0
WP_097793181.1	1	1	1	1	2	1	0	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	0	1	1	2	2	1	1	2	1	1	2	1	2	1	0	2	1	1	1	0	1	2	0	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	0	1	1	1	1	1	1	2	1	1	1	2
WP_097793196.1	1	1	1	1	1	1	1	2	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1
WP_097793243.1	2	2	1	1	1	2	1	0	0	2	0	2	1	1	1	1	2	0	1	0	1	1	0	1	0	1	1	1	2	1	1	2	2	1	0	0	0	0	1	2	2	1	1	1	2	2	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	0	3	1	0	2	2	3	1	0	0	1	1	1	1	2	1	2	0
WP_097793306.1	1	1	0	1	2	3	0	1	1	3	1	1	1	2	1	0	3	1	0	0	1	1	0	1	2	1	3	1	0	1	1	1	0	1	0	1	0	1	1	0	1	2	1	2	3	0	1	1	1	1	1	1	1	1	2	1	2	1	1	0	2	2	0	0	1	3	0	1	1	1	3	1	1	2	1	1	1	1	1	0	3	1	0	1
WP_097793308.1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
WP_097793393.1	2	1	2	0	1	1	0	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	0	1	2	1	1	0	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	2	2	0	1	2	1	2	1	0	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1
WP_097793465.1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	0	1	1	1	1	2	1	1	1	1	2	1	0	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_097793524.1	2	2	1	1	3	1	0	2	1	1	1	1	2	1	2	2	1	1	0	1	1	1	0	2	1	2	2	2	1	2	0	0	1	2	1	0	0	1	2	1	1	0	2	1	1	1	1	1	1	1	1	1	0	2	1	0	1	1	1	0	0	2	1	1	0	0	1	1	2	1	1	1	1	2	1	2	1	3	0	1	1	0	1	1
WP_097793572.1	2	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_097793620.1	1	1	2	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2
WP_097793624.1	0	0	1	1	1	1	0	0	1	1	1	1	2	2	2	1	1	0	1	1	2	2	0	2	0	2	3	1	1	2	1	1	1	3	0	2	0	3	2	1	0	1	2	0	1	1	0	0	1	2	0	1	0	2	0	1	2	3	1	0	2	2	1	0	0	3	1	0	2	1	1	2	0	2	1	0	1	1	1	0	1	1	1	1
WP_097793629.1	1	0	0	1	1	1	0	2	1	1	1	1	1	0	1	0	1	2	1	0	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	0	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	0	1	1	1	1	0	2	2	1	0	1	1	1	1	1	2	2	0	2	1	2	1	1	1	1	2	1
WP_097793633.1	2	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
WP_097793634.1	2	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_143406119.1	1	1	2	1	1	1	0	1	1	2	1	1	0	1	0	2	2	1	1	1	1	1	0	0	2	1	1	0	3	0	0	1	3	0	0	1	1	0	0	2	1	3	0	3	2	1	0	0	3	0	2	1	0	0	3	1	1	1	2	0	1	3	1	1	0	0	1	0	0	1	2	2	0	1	1	1	1	0	1	4	1	2	2	1
WP_143406152.1	0	1	0	0	1	1	0	1	1	1	0	0	2	1	2	0	1	0	1	1	3	3	1	2	1	1	3	1	1	2	2	0	1	4	0	0	1	3	2	1	0	1	2	1	1	1	0	0	0	2	0	1	0	2	1	1	2	2	1	0	0	2	0	1	2	1	1	0	2	1	1	2	0	0	2	1	1	1	1	2	1	1	1	1
WP_143406165.1	2	1	2	1	1	1	0	0	0	1	0	2	1	1	1	1	1	0	2	0	1	1	0	1	1	2	1	1	2	1	0	1	2	1	0	0	0	0	1	2	2	1	1	2	1	1	1	2	2	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	0	0	0	2	1	0	1	2	2	1	2	0	2	1	1	1	1	1	2	0
WP_143406176.1	1	1	1	0	1	1	0	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	0	1	1	2	1	2
WP_143406179.1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
